window_id,target_name,object_A,object_B,permutation_level,mode_stability_status,extreme_year_dominated_flag,tercile_high_order_level,tercile_low_order_level,tercile_high_low_reversal_flag,best_quantile_scheme,best_high_order_level,best_low_order_level,best_high_dominant_probability,best_low_dominant_probability,best_high_low_reversal_flag,gradient_status,delta_gradient_slope,A_earlier_gradient_slope,B_earlier_gradient_slope,evidence_v1_level,evidence_v2_level,pattern_type,recommended_interpretation,interpretation_boundary,specificity_status,specificity_own_abs_rank,specificity_own_minus_max_other,cross_target_specificity_level,signflip_level,signflip_percentile,dominant_object,dominant_object_fraction,dominant_time_half,pattern_interpretability_status,evidence_v3_level,recommended_interpretation_v3,target_pair,unordered_pair,target_set,was_in_original_v9_1_f,result_scope_note
W081,W081_P_vs_V_delta_peak,P,V,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,credible_95,0.5,0.95,True,clear_continuous_gradient,0.9,0.1014999999999999,-0.137,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0344637477321323,not_specific,direction_specific_99,1.0,V,0.2434248292985953,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,P-V,P-V,original_priority,True,all-pair extension result; original priority targets are marked separately
W081,W081_P_vs_H_delta_peak,P,H,strict_99,stable,False,weak_or_none,usable_90,False,decile,weak_or_none,strict_99,0.78,0.99,False,clear_continuous_gradient,1.2,0.012,-0.0295,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1633359047418753,not_specific,direction_specific_99,1.0,P,0.2422256151494637,late,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,P-H,H-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W081,W081_P_vs_Je_delta_peak,P,Je,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.696969696969697,0.8282828282828283,True,clear_continuous_gradient,1.5,0.1067179330998426,-0.1274554591137505,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.0178758491723911,not_specific,direction_specific_99,1.0,P,0.2532974218239032,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,P-Je,Je-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W081,W081_P_vs_Jw_delta_peak,P,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.8282828282828283,0.8282828282828283,True,clear_continuous_gradient,1.4,0.1623090452261306,-0.1643793969849246,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0289288837108172,not_specific,direction_specific_99,1.0,P,0.2385321197616268,early,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,P-Jw,Jw-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W081,W081_V_vs_H_delta_peak,V,H,strict_99,stable,False,weak_or_none,weak_or_none,False,quintile,weak_or_none,usable_90,0.455,0.9,False,clear_continuous_gradient,1.0,0.0665,-0.103,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0621715121909396,not_specific,direction_specific_99,1.0,V,0.2513579473124302,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,V-H,H-V,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W081,W081_V_vs_Je_delta_peak,V,Je,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.8282828282828283,0.8585858585858586,True,clear_continuous_gradient,2.0,0.1658189939596974,-0.1638647784376427,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1050219486458296,not_specific,direction_specific_99,1.0,V,0.2405848630565816,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,V-Je,Je-V,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W081,W081_V_vs_Jw_delta_peak,V,Jw,strict_99,stable,False,usable_90,weak_or_none,True,quintile,credible_95,weak_or_none,0.964824120603015,0.6633165829145728,True,clear_continuous_gradient,1.6,0.184964824120603,-0.1494748743718593,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1576653230164958,not_specific,direction_specific_99,1.0,Jw,0.2305696048383398,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,V-Jw,Jw-V,original_priority,True,all-pair extension result; original priority targets are marked separately
W081,W081_H_vs_Je_delta_peak,H,Je,strict_99,stable,False,weak_or_none,weak_or_none,True,quintile,weak_or_none,weak_or_none,0.898989898989899,0.5303030303030303,True,clear_continuous_gradient,1.5,0.131188772143546,-0.1095680422313587,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.040626642448347,not_specific,direction_specific_99,1.0,P,0.2209838422039905,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,H-Je,H-Je,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W081,W081_H_vs_Jw_delta_peak,H,Jw,strict_99,stable,False,credible_95,weak_or_none,False,quintile,credible_95,weak_or_none,0.9798994974874372,0.4824120603015075,True,clear_continuous_gradient,1.9,0.1294798994974874,-0.1074899497487437,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.058028289865219,specific_99,direction_specific_99,1.0,Jw,0.2873104245903757,late,interpretable_summary_available,robust_pair_specific_reversal,specific bootstrap-composite mode with robust high/low order reversal; still not a physical year type,H-Jw,H-Jw,original_priority,True,all-pair extension result; original priority targets are marked separately
W081,W081_Je_vs_Jw_delta_peak,Je,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.797979797979798,0.8282828282828283,True,clear_continuous_gradient,2.1,0.1545454545454545,-0.1439393939393939,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0920844028495843,not_specific,direction_specific_99,1.0,Je,0.2249654435270098,early,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,Je-Jw,Je-Jw,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W113,W113_P_vs_V_delta_peak,P,V,strict_99,stable,False,usable_90,weak_or_none,True,decile,usable_90,usable_90,0.92,0.94,True,clear_continuous_gradient,2.1,0.209,-0.185,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1212351982214482,not_specific,direction_specific_99,1.0,V,0.2526956882787934,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,P-V,P-V,original_priority,True,all-pair extension result; original priority targets are marked separately
W113,W113_P_vs_H_delta_peak,P,H,strict_99,stable,False,usable_90,weak_or_none,True,decile,credible_95,weak_or_none,0.96,0.74,True,clear_continuous_gradient,1.4,0.173,-0.1185,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.0097301574970485,not_specific,direction_specific_99,1.0,P,0.2498369944740595,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,P-H,H-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W113,W113_P_vs_Je_delta_peak,P,Je,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,usable_90,0.6060606060606061,0.9191919191919192,True,clear_continuous_gradient,1.2,0.0994723618090452,-0.1321482412060301,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1546717486755756,not_specific,direction_specific_99,1.0,Je,0.2331332045475691,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,P-Je,Je-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W113,W113_P_vs_Jw_delta_peak,P,Jw,strict_99,stable,False,weak_or_none,usable_90,False,decile,weak_or_none,usable_90,0.6,0.93,False,clear_continuous_gradient,1.95,0.024,-0.054,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0756984307162588,not_specific,direction_specific_99,1.0,P,0.2320736707184036,early,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,P-Jw,Jw-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W113,W113_V_vs_H_delta_peak,V,H,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,usable_90,weak_or_none,0.94,0.81,True,clear_continuous_gradient,0.8,0.2,-0.1825,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0333128839482116,not_specific,direction_specific_99,1.0,P,0.2428618784352429,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,V-H,H-V,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W113,W113_V_vs_Je_delta_peak,V,Je,strict_99,stable,False,weak_or_none,credible_95,False,quintile,weak_or_none,credible_95,0.4170854271356783,0.9899497487437184,True,clear_continuous_gradient,1.8,0.0934170854271356,-0.1551633165829145,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1439413091233464,specific_99,direction_specific_99,1.0,V,0.2230817000366546,early,interpretable_summary_available,robust_pair_specific_reversal,specific bootstrap-composite mode with robust high/low order reversal; still not a physical year type,V-Je,Je-V,original_priority,True,all-pair extension result; original priority targets are marked separately
W113,W113_Jw_vs_V_delta_peak,Jw,V,strict_99,stable,False,credible_95,weak_or_none,False,quartile,credible_95,weak_or_none,0.968,0.788,False,clear_continuous_gradient,1.9,0.044,-0.0275,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0886288219660171,not_specific,direction_specific_99,1.0,P,0.238425242435028,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,Jw-V,Jw-V,original_priority,True,all-pair extension result; original priority targets are marked separately
W113,W113_H_vs_Je_delta_peak,H,Je,strict_99,stable,False,weak_or_none,strict_99,False,tercile,weak_or_none,strict_99,0.7777777777777778,0.990990990990991,False,clear_continuous_gradient,1.6,0.0241206030150753,-0.0607663316582914,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0748843564212694,not_specific,direction_specific_99,1.0,Je,0.2665588202386642,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,H-Je,H-Je,original_priority,True,all-pair extension result; original priority targets are marked separately
W113,W113_Jw_vs_H_delta_peak,Jw,H,strict_99,stable,False,credible_95,usable_90,False,decile,credible_95,usable_90,0.98,0.91,False,clear_continuous_gradient,1.6,0.0089999999999999,-0.006,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0642864990122203,not_specific,direction_specific_99,1.0,P,0.2198608713125,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,Jw-H,H-Jw,original_priority,True,all-pair extension result; original priority targets are marked separately
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,strict_99,stable,False,weak_or_none,usable_90,False,quartile,weak_or_none,usable_90,0.4497991967871486,0.9196787148594378,True,clear_continuous_gradient,1.7,0.1069824120603015,-0.1265929648241206,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1602098226356457,not_specific,direction_specific_99,1.0,Je,0.2638607020068192,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,Je-Jw,Je-Jw,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W160,W160_P_vs_V_delta_peak,P,V,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.9494949494949496,0.5353535353535354,True,clear_continuous_gradient,0.85,0.1029396984924623,-0.0844547738693467,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.0981781217636685,not_specific,direction_specific_99,1.0,H,0.2645417138699712,early,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,P-V,P-V,original_priority,True,all-pair extension result; original priority targets are marked separately
W160,W160_P_vs_H_delta_peak,P,H,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.52,0.79,True,clear_continuous_gradient,0.9,0.079,-0.0885,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0214654135059608,not_specific,direction_specific_99,1.0,P,0.2298634633264525,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,P-H,H-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W160,W160_P_vs_Je_delta_peak,P,Je,strict_99,stable,False,usable_90,weak_or_none,False,decile,credible_95,weak_or_none,0.95,0.6,False,clear_continuous_gradient,1.1,0.073,-0.0595,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.0041389317211421,specific_99,direction_specific_99,1.0,V,0.2559713753921099,early,interpretable_summary_available,robust_one_sided_locking,mode robustly locks one order direction in one phase but does not establish symmetric reversal,P-Je,Je-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W160,W160_P_vs_Jw_delta_peak,P,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.6767676767676768,0.8181818181818182,True,clear_continuous_gradient,2.5,0.1027814070351758,-0.1158894472361809,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.051547349311249,not_specific,direction_specific_99,1.0,Jw,0.2789933955516269,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,P-Jw,Jw-P,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W160,W160_V_vs_H_delta_peak,V,H,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.5252525252525253,0.8686868686868687,True,clear_continuous_gradient,1.6,0.074467336683417,-0.091037688442211,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,2,-0.040437199859176,not_specific,direction_specific_99,1.0,V,0.2284404006061669,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,V-H,H-V,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W160,W160_V_vs_Je_delta_peak,V,Je,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,usable_90,weak_or_none,0.9090909090909092,0.696969696969697,True,clear_continuous_gradient,1.6,0.1698844221105527,-0.137429648241206,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.1180029225738884,not_specific,direction_specific_99,1.0,V,0.2584263727941494,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,V-Je,Je-V,original_priority,True,all-pair extension result; original priority targets are marked separately
W160,W160_Jw_vs_V_delta_peak,Jw,V,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.9191919191919192,0.6161616161616161,True,clear_continuous_gradient,2.3,0.0897537688442211,-0.0832738693467336,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0350294951139829,not_specific,direction_specific_99,1.0,Jw,0.2452411852685618,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,Jw-V,Jw-V,original_priority,True,all-pair extension result; original priority targets are marked separately
W160,W160_H_vs_Je_delta_peak,H,Je,strict_99,stable,False,credible_95,weak_or_none,False,decile,credible_95,weak_or_none,0.95,0.64,True,partial_gradient,1.3000000000000005,0.1149999999999999,-0.1069999999999999,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim,common_mode,1,0.0282862213142999,not_specific,direction_specific_99,1.0,H,0.2480446619475965,late,interpretable_summary_available,robust_common_mode_reversal,common bootstrap-composite mode modulates multiple targets and shows order reversal,H-Je,H-Je,added_all_pair,False,all-pair extension result; original priority targets are marked separately
W160,W160_H_vs_Jw_delta_peak,H,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,quartile,weak_or_none,weak_or_none,0.6987951807228916,0.8192771084337349,True,clear_continuous_gradient,2.1,0.1374824120603014,-0.1450527638190954,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim,pair_specific,1,0.0567817188588823,not_specific,direction_specific_99,1.0,Jw,0.2917614958488848,late,interpretable_summary_available,robust_continuous_gradient,mode robustly provides continuous peak-time/order gradient without categorical reversal,H-Jw,H-Jw,original_priority,True,all-pair extension result; original priority targets are marked separately
